id_pedido,data,id_cliente,tipo_cliente,estado,regiao,id_produto,categoria_Produto,quantidade,preco_unitario,modo_pagamento,canal,status,tempo_entrega_dias,avaliacao,cupom_usado,valor_bruto,custo_frete,valor_desconto,valor_final,ano,mes,dia_semana
ORD001490,2025-06-10,2581,Novo,BA,Sudeste,39402,Equipamento Industrial,5,412.55,Boleto Bancário,WhatsApp,Entregue com atraso,3,,0,2062.75,42.99,0.0,2105.74,2025,6,Terça-feira
ORD001491,2025-01-16,3971,Recorrente,MG,Sudeste,14352,Papelaria,12,326.39,Pix,Marketplace,Entregue com atraso,8,,0,3916.68,49.18,0.0,3965.8599999999997,2025,1,Quinta-feira
ORD001492,2025-04-18,4565,Recorrente,PR,Sul,10184,Escritórios,9,207.19,Pix,WhatsApp,Cancelado,6,,1,1864.71,32.32,186.47,1710.56,2025,4,Sexta-feira
ORD001493,2025-11-07,4576,Novo,RJ,Sul,20384,Papelaria,3,241.24,Pix,Google Ads,Entregue,6,1.0,0,723.72,52.3,0.0,776.02,2025,11,Sexta-feira
ORD001494,2025-08-15,1474,Novo,PE,Sudeste,24319,Papelaria,1,361.2,Cartão de Crédito,Instagram,Entregue,11,4.0,0,361.2,53.4,0.0,414.59999999999997,2025,8,Sexta-feira
ORD001495,2025-06-19,3883,Novo,RS,Centro-Oeste,30449,Limpeza,5,439.39,Cartão de Debito,Google Ads,Cancelado,14,,1,2196.95,26.55,219.7,2003.7999999999997,2025,6,Quinta-feira
ORD001496,2025-02-03,2913,Recorrente,BA,Sul,66333,Escritórios,1,143.39,Boleto Bancário,Marketplace,Entregue com atraso,3,,1,143.39,27.6,14.34,156.64999999999998,2025,2,Segunda-feira
ORD001497,2025-09-08,1270,Novo,GO,Sudeste,51205,Comida,8,177.62,Pix,WhatsApp,Entregue,6,4.0,0,1420.96,34.43,0.0,1455.39,2025,9,Segunda-feira
ORD001498,2025-09-04,3468,Novo,RS,Sudeste,20426,Comida,7,466.06,Pix,Instagram,Entregue,11,4.0,0,3262.42,10.2,0.0,3272.62,2025,9,Quinta-feira
ORD001499,2025-09-26,2920,Recorrente,PE,Centro-Oeste,17504,Bebidas,11,293.47,Cartão de Debito,Orgânico,Cancelado,13,,0,3228.17,59.78,0.0,3287.9500000000003,2025,9,Sexta-feira
ORD001500,2025-05-21,3754,Novo,PE,Nordeste,66578,Escritórios,2,97.69,Cartão de Crédito,Instagram,Entregue,8,2.0,1,195.38,26.68,19.54,202.52,2025,5,Quarta-feira
ORD001501,2025-10-01,2390,Recorrente,BA,Sudeste,68209,Limpeza,14,335.21,Boleto Bancário,Instagram,Entregue,13,2.0,0,4692.94,32.48,0.0,4725.419999999999,2025,10,Quarta-feira
ORD001502,2025-04-06,4351,Novo,GO,Sul,43368,Bebidas,11,495.47,Cartão de Crédito,Marketplace,Entregue,7,2.0,0,5450.17,47.25,0.0,5497.42,2025,4,Domingo
ORD001503,2025-08-15,4354,Novo,SC,Centro-Oeste,62185,Bebidas,9,413.49,Cartão de Crédito,Google Ads,Devolvido,10,,0,3721.41,23.47,0.0,3744.8799999999997,2025,8,Sexta-feira
ORD001504,2025-02-08,1039,Recorrente,PE,Centro-Oeste,90221,Comida,5,375.41,Cartão de Crédito,Google Ads,Devolvido,10,,0,1877.05,18.48,0.0,1895.53,2025,2,Sábado
ORD001505,2025-10-29,2982,Novo,RJ,Centro-Oeste,18724,Papelaria,7,111.94,Pix,Orgânico,Entregue com atraso,7,,0,783.58,14.63,0.0,798.21,2025,10,Quarta-feira
ORD001506,2025-01-29,3236,Novo,RJ,Nordeste,15084,Limpeza,4,439.31,Cartão de Debito,Marketplace,Entregue com atraso,3,,1,1757.24,35.46,175.72,1616.98,2025,1,Quarta-feira
ORD001507,2025-11-14,4235,Novo,ES,Nordeste,44810,Escritórios,12,267.64,Cartão de Debito,Instagram,Entregue,10,1.0,1,3211.68,8.29,321.17,2898.7999999999997,2025,11,Sexta-feira
ORD001508,2025-09-02,1993,Recorrente,GO,Sul,92277,Bebidas,13,445.75,Cartão de Debito,Google Ads,Entregue,14,3.0,0,5794.75,44.9,0.0,5839.65,2025,9,Terça-feira
ORD001509,2025-08-24,3012,Recorrente,RS,Sul,92297,Limpeza,1,171.62,Cartão de Crédito,Google Ads,Cancelado,3,,1,171.62,31.99,17.16,186.45000000000002,2025,8,Domingo
ORD001510,2025-07-04,4607,Recorrente,RJ,Centro-Oeste,88872,Comida,14,40.41,Boleto Bancário,WhatsApp,Entregue,5,5.0,0,565.74,35.65,0.0,601.39,2025,7,Sexta-feira
ORD001511,2025-09-29,3583,Novo,BA,Sul,30872,Bebidas,8,243.23,Cartão de Crédito,Instagram,Entregue,12,5.0,0,1945.84,21.69,0.0,1967.53,2025,9,Segunda-feira
ORD001512,2025-08-24,4075,Novo,RS,Sudeste,88950,Bebidas,13,142.22,Cartão de Debito,Marketplace,Entregue com atraso,5,,0,1848.86,17.27,0.0,1866.1299999999999,2025,8,Domingo
ORD001513,2025-08-27,4906,Novo,GO,Nordeste,80333,Equipamento Industrial,1,360.46,Pix,Google Ads,Entregue,9,1.0,0,360.46,44.4,0.0,404.85999999999996,2025,8,Quarta-feira
ORD001514,2025-09-23,1289,Recorrente,BA,Centro-Oeste,78843,Comida,3,478.98,Cartão de Crédito,Marketplace,Entregue com atraso,13,,0,1436.94,18.93,0.0,1455.8700000000001,2025,9,Terça-feira
ORD001515,2025-12-25,3480,Novo,MG,Centro-Oeste,12596,Equipamento Industrial,6,348.58,Pix,Instagram,Entregue com atraso,9,,1,2091.48,48.56,209.15,1930.8899999999999,2025,12,Quinta-feira
ORD001516,2025-12-06,3518,Recorrente,SP,Sudeste,27167,Comida,8,444.6,Cartão de Debito,Instagram,Entregue com atraso,10,,0,3556.8,18.59,0.0,3575.3900000000003,2025,12,Sábado
ORD001517,2025-03-06,4252,Novo,RJ,Sudeste,97844,Comida,8,231.98,Cartão de Crédito,Google Ads,Entregue,5,4.0,1,1855.84,39.86,185.58,1710.12,2025,3,Quinta-feira
ORD001518,2025-06-26,4319,Recorrente,RJ,Sudeste,99751,Equipamento Industrial,2,388.1,Pix,Orgânico,Entregue,12,5.0,0,776.2,41.48,0.0,817.6800000000001,2025,6,Quinta-feira
ORD001519,2025-01-03,3675,Recorrente,ES,Sudeste,87331,Limpeza,9,423.09,Cartão de Crédito,Marketplace,Entregue com atraso,14,,0,3807.81,34.29,0.0,3842.1,2025,1,Sexta-feira
ORD001520,2025-05-22,1278,Recorrente,SC,Centro-Oeste,90520,Limpeza,4,358.33,Cartão de Debito,Marketplace,Devolvido,5,,0,1433.32,59.83,0.0,1493.1499999999999,2025,5,Quinta-feira
ORD001521,2025-06-07,3924,Novo,ES,Nordeste,68326,Limpeza,4,258.81,Boleto Bancário,WhatsApp,Entregue,6,5.0,0,1035.24,27.54,0.0,1062.78,2025,6,Sábado
ORD001522,2025-11-20,1580,Novo,GO,Nordeste,87670,Papelaria,14,316.67,Cartão de Debito,Instagram,Devolvido,13,,1,4433.38,53.93,443.34,4043.97,2025,11,Quinta-feira
ORD001523,2025-05-26,1862,Novo,ES,Sudeste,20782,Bebidas,2,353.25,Boleto Bancário,Instagram,Entregue com atraso,13,,0,706.5,16.8,0.0,723.3,2025,5,Segunda-feira
ORD001524,2025-10-20,1253,Novo,SC,Sul,52002,Limpeza,1,134.01,Boleto Bancário,Google Ads,Cancelado,8,,0,134.01,25.53,0.0,159.54,2025,10,Segunda-feira
ORD001525,2025-06-02,1180,Novo,SC,Centro-Oeste,97187,Papelaria,10,406.69,Cartão de Debito,Google Ads,Entregue,6,5.0,0,4066.9,15.56,0.0,4082.46,2025,6,Segunda-feira
ORD001526,2025-07-12,4901,Novo,PE,Nordeste,34022,Bebidas,7,475.66,Pix,Google Ads,Entregue,14,4.0,1,3329.62,39.39,332.96,3036.0499999999997,2025,7,Sábado
ORD001527,2025-03-14,1680,Novo,PE,Sudeste,94458,Limpeza,11,237.97,Cartão de Crédito,WhatsApp,Entregue,11,3.0,0,2617.67,41.19,0.0,2658.86,2025,3,Sexta-feira
ORD001528,2025-11-01,1824,Recorrente,SP,Sul,24618,Comida,10,353.52,Cartão de Crédito,Orgânico,Entregue,13,4.0,0,3535.2,31.58,0.0,3566.7799999999997,2025,11,Sábado
ORD001529,2025-12-10,4580,Recorrente,BA,Sul,27245,Escritórios,3,371.14,Cartão de Crédito,Google Ads,Devolvido,13,,1,1113.42,45.45,111.34,1047.53,2025,12,Quarta-feira
ORD001530,2025-05-20,4832,Novo,MG,Sudeste,93796,Limpeza,4,334.5,Boleto Bancário,Google Ads,Entregue,12,5.0,0,1338.0,53.12,0.0,1391.12,2025,5,Terça-feira
ORD001531,2025-07-06,1699,Recorrente,SC,Centro-Oeste,20027,Escritórios,11,278.09,Boleto Bancário,Google Ads,Entregue com atraso,14,,1,3058.99,48.38,305.9,2801.47,2025,7,Domingo
ORD001532,2025-10-20,3613,Novo,MG,Nordeste,23986,Limpeza,9,442.01,Cartão de Debito,WhatsApp,Entregue,6,5.0,1,3978.09,20.57,397.81,3600.8500000000004,2025,10,Segunda-feira
ORD001533,2025-03-02,2349,Novo,RJ,Sul,13526,Comida,6,229.97,Pix,Marketplace,Entregue com atraso,9,,0,1379.82,24.66,0.0,1404.48,2025,3,Domingo
ORD001534,2025-07-17,2380,Novo,PR,Nordeste,54361,Escritórios,14,39.94,Cartão de Debito,Orgânico,Entregue,1,1.0,1,559.16,27.77,55.92,531.01,2025,7,Quinta-feira
ORD001535,2025-10-22,4896,Recorrente,SP,Nordeste,77158,Papelaria,1,423.83,Cartão de Debito,Marketplace,Entregue,14,3.0,1,423.83,18.6,42.38,400.05,2025,10,Quarta-feira
ORD001536,2025-11-15,2673,Novo,GO,Sul,48286,Comida,9,340.25,Pix,Instagram,Entregue,4,2.0,1,3062.25,26.78,306.23,2782.8,2025,11,Sábado
ORD001537,2025-10-29,3727,Novo,RS,Sudeste,39533,Escritórios,9,426.14,Boleto Bancário,Instagram,Entregue com atraso,10,,0,3835.26,20.38,0.0,3855.6400000000003,2025,10,Quarta-feira
ORD001538,2025-12-10,3438,Recorrente,MG,Sul,28316,Escritórios,5,77.89,Cartão de Debito,Google Ads,Entregue,13,1.0,1,389.45,59.78,38.94,410.28999999999996,2025,12,Quarta-feira
ORD001539,2025-01-11,2638,Novo,ES,Sul,18699,Equipamento Industrial,8,25.07,Cartão de Debito,Marketplace,Entregue,10,3.0,0,200.56,48.73,0.0,249.29,2025,1,Sábado
ORD001540,2025-03-03,2957,Recorrente,SC,Centro-Oeste,89491,Equipamento Industrial,7,467.84,Boleto Bancário,WhatsApp,Entregue,12,4.0,0,3274.88,52.72,0.0,3327.6,2025,3,Segunda-feira
ORD001541,2025-11-29,4156,Recorrente,MG,Nordeste,68465,Comida,11,82.39,Cartão de Crédito,Orgânico,Devolvido,2,,1,906.29,55.95,90.63,871.61,2025,11,Sábado
ORD001542,2025-08-14,4388,Recorrente,RS,Sudeste,26673,Comida,8,406.73,Pix,Marketplace,Entregue com atraso,9,,1,3253.84,42.58,325.38,2971.04,2025,8,Quinta-feira
ORD001543,2025-06-02,1211,Novo,SC,Nordeste,33395,Comida,9,413.37,Pix,Marketplace,Entregue com atraso,3,,0,3720.33,17.15,0.0,3737.48,2025,6,Segunda-feira
ORD001544,2025-07-18,2538,Novo,GO,Sul,33707,Bebidas,14,357.27,Cartão de Crédito,Orgânico,Entregue com atraso,10,,0,5001.78,47.44,0.0,5049.219999999999,2025,7,Sexta-feira
ORD001545,2025-02-21,1383,Novo,PR,Sudeste,94749,Papelaria,2,74.32,Pix,Marketplace,Entregue,11,1.0,1,148.64,8.81,14.86,142.58999999999997,2025,2,Sexta-feira
ORD001546,2025-09-17,2714,Novo,ES,Sudeste,85937,Limpeza,10,337.03,Cartão de Crédito,Marketplace,Entregue com atraso,2,,1,3370.3,13.89,337.03,3047.1600000000003,2025,9,Quarta-feira
ORD001547,2025-02-28,1341,Novo,MG,Sudeste,96732,Equipamento Industrial,5,445.65,Cartão de Debito,Orgânico,Entregue,8,4.0,0,2228.25,9.54,0.0,2237.79,2025,2,Sexta-feira
ORD001548,2025-03-13,2838,Novo,PE,Sudeste,66416,Escritórios,8,218.51,Pix,WhatsApp,Entregue,4,5.0,0,1748.08,15.04,0.0,1763.12,2025,3,Quinta-feira
ORD001549,2025-05-28,2987,Recorrente,SP,Centro-Oeste,18758,Equipamento Industrial,3,212.62,Pix,Orgânico,Entregue com atraso,11,,1,637.86,47.1,63.79,621.1700000000001,2025,5,Quarta-feira
ORD001550,2025-12-15,1843,Recorrente,MG,Sudeste,77009,Limpeza,11,227.0,Cartão de Debito,Google Ads,Entregue com atraso,2,,0,2497.0,54.04,0.0,2551.04,2025,12,Segunda-feira
ORD001551,2025-03-04,4109,Novo,MG,Sul,23281,Comida,11,50.31,Boleto Bancário,Google Ads,Entregue,4,3.0,0,553.41,22.5,0.0,575.91,2025,3,Terça-feira
ORD001552,2025-11-06,2534,Novo,RS,Centro-Oeste,42548,Equipamento Industrial,6,447.09,Boleto Bancário,Google Ads,Entregue,7,1.0,0,2682.54,14.19,0.0,2696.73,2025,11,Quinta-feira
ORD001553,2025-08-31,1419,Novo,RS,Sul,28371,Papelaria,6,435.9,Cartão de Debito,Google Ads,Entregue com atraso,14,,0,2615.4,22.19,0.0,2637.59,2025,8,Domingo
ORD001554,2025-11-26,3798,Novo,SP,Sul,87593,Papelaria,7,498.98,Pix,Instagram,Entregue com atraso,7,,0,3492.86,41.65,0.0,3534.51,2025,11,Quarta-feira
ORD001555,2025-04-17,4240,Recorrente,MG,Nordeste,29644,Bebidas,13,296.74,Pix,WhatsApp,Entregue,1,5.0,1,3857.62,26.21,385.76,3498.0699999999997,2025,4,Quinta-feira
ORD001556,2025-08-14,2988,Recorrente,BA,Sudeste,33874,Equipamento Industrial,11,378.08,Pix,Instagram,Entregue,13,4.0,0,4158.88,57.98,0.0,4216.86,2025,8,Quinta-feira
ORD001557,2025-11-09,2932,Recorrente,GO,Sudeste,98659,Comida,3,109.31,Cartão de Crédito,Marketplace,Cancelado,12,,0,327.93,14.81,0.0,342.74,2025,11,Domingo
ORD001558,2025-08-06,4414,Recorrente,RS,Sul,24281,Escritórios,8,337.09,Boleto Bancário,Marketplace,Entregue com atraso,12,,0,2696.72,59.5,0.0,2756.22,2025,8,Quarta-feira
ORD001559,2025-08-29,2849,Novo,RS,Sudeste,78787,Bebidas,8,328.37,Pix,Orgânico,Devolvido,1,,0,2626.96,8.65,0.0,2635.61,2025,8,Sexta-feira
ORD001560,2025-09-16,1305,Recorrente,BA,Centro-Oeste,32289,Comida,9,451.59,Boleto Bancário,Google Ads,Entregue,3,4.0,0,4064.31,31.49,0.0,4095.7999999999997,2025,9,Terça-feira
ORD001561,2025-09-19,4613,Novo,SC,Nordeste,15054,Bebidas,8,417.09,Boleto Bancário,Orgânico,Entregue,2,5.0,0,3336.72,21.09,0.0,3357.81,2025,9,Sexta-feira
ORD001562,2025-01-05,3749,Recorrente,MG,Sudeste,76846,Equipamento Industrial,3,469.85,Pix,Marketplace,Entregue,3,1.0,1,1409.55,37.45,140.96,1306.04,2025,1,Domingo
ORD001563,2025-09-18,1868,Novo,SP,Sudeste,59769,Limpeza,6,435.73,Cartão de Debito,Google Ads,Entregue com atraso,4,,1,2614.38,13.02,261.44,2365.96,2025,9,Quinta-feira
ORD001564,2025-02-23,3584,Novo,RS,Centro-Oeste,39312,Equipamento Industrial,9,435.66,Cartão de Debito,WhatsApp,Entregue,14,2.0,0,3920.94,53.54,0.0,3974.48,2025,2,Domingo
ORD001565,2025-02-16,2135,Novo,SP,Nordeste,14257,Comida,1,41.22,Boleto Bancário,Marketplace,Entregue,7,3.0,0,41.22,15.1,0.0,56.32,2025,2,Domingo
ORD001566,2025-08-03,2434,Novo,SP,Centro-Oeste,25846,Escritórios,3,424.52,Cartão de Crédito,Orgânico,Entregue,2,3.0,0,1273.56,38.54,0.0,1312.1,2025,8,Domingo
ORD001567,2025-06-26,1205,Recorrente,GO,Sul,32483,Escritórios,2,307.66,Boleto Bancário,Orgânico,Entregue com atraso,7,,0,615.32,9.73,0.0,625.0500000000001,2025,6,Quinta-feira
ORD001568,2025-01-09,4256,Novo,PE,Sul,36558,Comida,12,196.42,Boleto Bancário,Marketplace,Entregue,5,1.0,0,2357.04,24.17,0.0,2381.21,2025,1,Quinta-feira
ORD001569,2025-04-09,4453,Novo,RS,Sudeste,53188,Bebidas,8,37.69,Cartão de Debito,Instagram,Entregue com atraso,8,,1,301.52,15.79,30.15,287.16,2025,4,Quarta-feira
ORD001570,2025-01-20,1495,Novo,ES,Nordeste,23012,Papelaria,6,342.06,Pix,WhatsApp,Cancelado,8,,0,2052.36,58.85,0.0,2111.21,2025,1,Segunda-feira
ORD001571,2025-08-29,4450,Recorrente,SC,Sul,43236,Comida,10,170.82,Pix,Marketplace,Entregue com atraso,5,,1,1708.2,8.63,170.82,1546.0100000000002,2025,8,Sexta-feira
ORD001572,2025-03-02,4118,Novo,SP,Centro-Oeste,55076,Equipamento Industrial,11,239.21,Cartão de Crédito,Marketplace,Entregue,10,1.0,0,2631.31,26.32,0.0,2657.63,2025,3,Domingo
ORD001573,2025-06-27,2909,Recorrente,RS,Sul,58402,Escritórios,11,344.05,Cartão de Debito,Orgânico,Devolvido,8,,1,3784.55,23.74,378.46,3429.83,2025,6,Sexta-feira
ORD001574,2025-12-04,4811,Recorrente,SC,Sul,42076,Limpeza,8,456.77,Cartão de Debito,Google Ads,Entregue,12,3.0,0,3654.16,42.18,0.0,3696.3399999999997,2025,12,Quinta-feira
ORD001575,2025-03-03,4622,Recorrente,ES,Centro-Oeste,90337,Escritórios,2,414.46,Boleto Bancário,Google Ads,Entregue,14,4.0,0,828.92,10.93,0.0,839.8499999999999,2025,3,Segunda-feira
ORD001576,2025-05-25,4599,Recorrente,RS,Sudeste,85164,Papelaria,11,230.79,Cartão de Debito,Google Ads,Devolvido,9,,0,2538.69,50.15,0.0,2588.84,2025,5,Domingo
ORD001577,2025-08-04,3551,Novo,MG,Nordeste,84264,Escritórios,6,200.01,Boleto Bancário,Orgânico,Entregue,7,2.0,1,1200.06,32.26,120.01,1112.31,2025,8,Segunda-feira
ORD001578,2025-01-03,2045,Novo,SP,Sudeste,27335,Papelaria,7,127.49,Cartão de Crédito,Google Ads,Entregue com atraso,6,,0,892.43,31.54,0.0,923.9699999999999,2025,1,Sexta-feira
ORD001579,2025-06-09,1212,Recorrente,ES,Centro-Oeste,53773,Comida,8,192.49,Cartão de Debito,Marketplace,Entregue,7,1.0,1,1539.92,19.79,153.99,1405.72,2025,6,Segunda-feira
ORD001580,2025-08-15,1309,Novo,MG,Sul,62158,Escritórios,9,64.41,Cartão de Debito,Instagram,Entregue com atraso,7,,0,579.69,33.48,0.0,613.1700000000001,2025,8,Sexta-feira
ORD001581,2025-09-26,3708,Novo,SP,Nordeste,38570,Bebidas,5,485.84,Boleto Bancário,Instagram,Entregue com atraso,3,,0,2429.2,26.92,0.0,2456.12,2025,9,Sexta-feira
ORD001582,2025-04-30,2991,Recorrente,RJ,Sudeste,97995,Equipamento Industrial,11,291.22,Cartão de Debito,Instagram,Entregue,6,5.0,0,3203.42,20.75,0.0,3224.17,2025,4,Quarta-feira
ORD001583,2025-03-30,3800,Novo,PR,Centro-Oeste,50658,Bebidas,3,72.62,Pix,Google Ads,Entregue com atraso,6,,1,217.86,16.77,21.79,212.84000000000003,2025,3,Domingo
ORD001584,2025-11-25,1271,Recorrente,BA,Sul,69184,Equipamento Industrial,2,182.87,Cartão de Crédito,Instagram,Entregue com atraso,11,,0,365.74,45.87,0.0,411.61,2025,11,Terça-feira
ORD001585,2025-03-09,4642,Novo,SP,Sul,82613,Escritórios,8,278.05,Pix,Google Ads,Entregue,9,2.0,1,2224.4,15.39,222.44,2017.3500000000001,2025,3,Domingo
ORD001586,2025-12-23,2822,Recorrente,ES,Sudeste,68194,Escritórios,1,271.11,Boleto Bancário,Marketplace,Entregue,1,3.0,0,271.11,16.74,0.0,287.85,2025,12,Terça-feira
ORD001587,2025-04-08,3985,Novo,ES,Centro-Oeste,77507,Equipamento Industrial,10,27.4,Boleto Bancário,Marketplace,Entregue,13,1.0,0,274.0,38.01,0.0,312.01,2025,4,Terça-feira
ORD001588,2025-09-24,4273,Recorrente,PR,Sul,43959,Limpeza,6,475.91,Boleto Bancário,Orgânico,Cancelado,7,,0,2855.46,19.76,0.0,2875.2200000000003,2025,9,Quarta-feira
ORD001589,2025-04-15,3079,Novo,RS,Sul,63072,Escritórios,2,144.93,Cartão de Crédito,Orgânico,Entregue com atraso,1,,0,289.86,31.89,0.0,321.75,2025,4,Terça-feira
ORD001590,2025-11-19,1442,Novo,BA,Nordeste,55588,Limpeza,3,17.93,Cartão de Debito,WhatsApp,Cancelado,10,,0,53.79,36.75,0.0,90.53999999999999,2025,11,Quarta-feira
ORD001591,2025-05-03,3209,Recorrente,SC,Sul,50533,Limpeza,8,47.46,Pix,Marketplace,Entregue,13,3.0,0,379.68,22.27,0.0,401.95,2025,5,Sábado
ORD001592,2025-01-29,3814,Novo,SP,Sudeste,78582,Equipamento Industrial,1,294.3,Cartão de Debito,Google Ads,Entregue,4,1.0,0,294.3,25.86,0.0,320.16,2025,1,Quarta-feira
ORD001593,2025-05-17,1253,Novo,RS,Centro-Oeste,71743,Limpeza,6,77.51,Boleto Bancário,WhatsApp,Entregue,13,1.0,1,465.06,18.93,46.51,437.48,2025,5,Sábado
ORD001594,2025-07-14,1520,Novo,MG,Centro-Oeste,54518,Limpeza,3,30.45,Cartão de Debito,Marketplace,Entregue,7,2.0,0,91.35,31.94,0.0,123.28999999999999,2025,7,Segunda-feira
ORD001595,2025-08-14,1976,Recorrente,SC,Nordeste,22703,Comida,6,196.02,Cartão de Crédito,Google Ads,Entregue com atraso,6,,0,1176.12,59.6,0.0,1235.7199999999998,2025,8,Quinta-feira
ORD001596,2025-11-28,4722,Novo,BA,Centro-Oeste,59456,Bebidas,3,315.15,Boleto Bancário,Marketplace,Devolvido,6,,1,945.45,26.86,94.55,877.7600000000001,2025,11,Sexta-feira
ORD001597,2025-06-19,4551,Recorrente,RS,Sudeste,65491,Limpeza,11,64.8,Cartão de Debito,Marketplace,Entregue,5,2.0,0,712.8,41.97,0.0,754.77,2025,6,Quinta-feira
ORD001598,2025-01-09,1009,Novo,PE,Sul,18043,Bebidas,11,163.53,Pix,Google Ads,Devolvido,11,,0,1798.83,41.07,0.0,1839.8999999999999,2025,1,Quinta-feira
ORD001599,2025-02-09,3773,Novo,SC,Nordeste,78340,Limpeza,8,214.7,Boleto Bancário,Marketplace,Entregue,7,3.0,0,1717.6,48.9,0.0,1766.5,2025,2,Domingo
ORD001600,2025-01-25,3552,Recorrente,GO,Centro-Oeste,20176,Bebidas,5,88.14,Boleto Bancário,Marketplace,Devolvido,9,,0,440.7,45.02,0.0,485.71999999999997,2025,1,Sábado
ORD001601,2025-09-18,3832,Recorrente,GO,Nordeste,13936,Escritórios,4,257.98,Cartão de Crédito,Marketplace,Entregue,14,2.0,0,1031.92,8.61,0.0,1040.53,2025,9,Quinta-feira
ORD001602,2025-08-14,4907,Recorrente,SP,Nordeste,41174,Escritórios,9,51.75,Cartão de Crédito,Orgânico,Devolvido,6,,0,465.75,24.08,0.0,489.83,2025,8,Quinta-feira
ORD001603,2025-05-04,2583,Recorrente,SP,Centro-Oeste,92632,Bebidas,5,32.79,Pix,Instagram,Entregue,10,3.0,0,163.95,53.25,0.0,217.2,2025,5,Domingo
ORD001604,2025-02-07,3483,Novo,SP,Nordeste,98768,Limpeza,12,264.72,Cartão de Debito,Marketplace,Devolvido,7,,0,3176.64,36.06,0.0,3212.7,2025,2,Sexta-feira
ORD001605,2025-11-24,2134,Novo,BA,Centro-Oeste,35909,Comida,14,131.47,Cartão de Debito,Google Ads,Entregue,9,4.0,0,1840.58,13.42,0.0,1854.0,2025,11,Segunda-feira
ORD001606,2025-09-08,1152,Novo,PE,Sudeste,54158,Bebidas,4,56.73,Boleto Bancário,Marketplace,Entregue,7,5.0,0,226.92,22.36,0.0,249.27999999999997,2025,9,Segunda-feira
ORD001607,2025-06-25,2658,Recorrente,RS,Centro-Oeste,18366,Papelaria,8,217.72,Boleto Bancário,Orgânico,Entregue,6,4.0,0,1741.76,22.74,0.0,1764.5,2025,6,Quarta-feira
ORD001608,2025-03-31,3964,Recorrente,MG,Sul,95125,Comida,8,458.42,Cartão de Debito,Orgânico,Entregue,3,5.0,0,3667.36,53.41,0.0,3720.77,2025,3,Segunda-feira
ORD001609,2025-02-06,3916,Novo,RJ,Centro-Oeste,64337,Papelaria,8,364.85,Cartão de Debito,Marketplace,Entregue com atraso,14,,0,2918.8,36.78,0.0,2955.5800000000004,2025,2,Quinta-feira
ORD001610,2025-11-12,4173,Novo,ES,Sul,69331,Bebidas,4,409.65,Cartão de Debito,WhatsApp,Devolvido,1,,1,1638.6,39.63,163.86,1514.37,2025,11,Quarta-feira
ORD001611,2025-06-25,3800,Novo,MG,Nordeste,72197,Limpeza,13,437.24,Boleto Bancário,Instagram,Entregue com atraso,10,,1,5684.12,27.09,568.41,5142.8,2025,6,Quarta-feira
ORD001612,2025-10-11,2856,Recorrente,RS,Centro-Oeste,82042,Papelaria,1,486.59,Cartão de Crédito,Google Ads,Entregue com atraso,9,,1,486.59,11.14,48.66,449.06999999999994,2025,10,Sábado
ORD001613,2025-03-22,2214,Novo,PE,Sul,60924,Bebidas,2,383.99,Cartão de Crédito,Google Ads,Entregue,7,2.0,0,767.98,11.91,0.0,779.89,2025,3,Sábado
ORD001614,2025-04-24,2752,Novo,BA,Centro-Oeste,38842,Comida,4,308.12,Pix,Google Ads,Entregue com atraso,3,,0,1232.48,29.86,0.0,1262.34,2025,4,Quinta-feira
ORD001615,2025-02-09,3610,Novo,SC,Centro-Oeste,27458,Limpeza,10,189.06,Cartão de Debito,Google Ads,Entregue,10,5.0,0,1890.6,17.23,0.0,1907.83,2025,2,Domingo
ORD001616,2025-10-28,4875,Recorrente,MG,Centro-Oeste,97367,Papelaria,2,99.01,Cartão de Debito,Orgânico,Cancelado,9,,0,198.02,13.42,0.0,211.44,2025,10,Terça-feira
ORD001617,2025-08-12,2104,Recorrente,SC,Sudeste,75382,Bebidas,11,346.46,Cartão de Debito,Instagram,Entregue,3,5.0,0,3811.06,21.64,0.0,3832.7,2025,8,Terça-feira
ORD001618,2025-11-14,3536,Recorrente,RJ,Sul,84319,Limpeza,10,497.53,Pix,Marketplace,Entregue com atraso,3,,0,4975.3,46.59,0.0,5021.89,2025,11,Sexta-feira
ORD001619,2025-12-15,1894,Novo,RS,Sudeste,21170,Limpeza,14,239.01,Cartão de Debito,Marketplace,Entregue,13,4.0,1,3346.14,11.8,334.61,3023.33,2025,12,Segunda-feira
ORD001620,2025-04-25,2111,Novo,PE,Sudeste,90145,Escritórios,14,364.6,Cartão de Crédito,WhatsApp,Entregue,14,5.0,1,5104.4,31.31,510.44,4625.27,2025,4,Sexta-feira
ORD001621,2025-07-05,4265,Recorrente,RS,Sul,54942,Limpeza,3,252.6,Cartão de Debito,Marketplace,Entregue,7,3.0,0,757.8,50.96,0.0,808.76,2025,7,Sábado
ORD001622,2025-11-19,1103,Recorrente,ES,Centro-Oeste,98571,Bebidas,9,221.65,Pix,Instagram,Entregue,2,2.0,0,1994.85,21.93,0.0,2016.78,2025,11,Quarta-feira
ORD001623,2025-02-25,4854,Novo,BA,Sudeste,26208,Comida,9,211.05,Boleto Bancário,Marketplace,Entregue,10,2.0,0,1899.45,23.7,0.0,1923.15,2025,2,Terça-feira
